Fecha,Estación Sauce Viejo Aero
8/22/2020,0
8/23/2020,0
8/24/2020,0
8/25/2020,0
8/26/2020,5
8/27/2020,0
8/28/2020,0
8/29/2020,0
8/30/2020,0
8/31/2020,0.4
09/01/2020,29
09/02/2020,0.8
09/03/2020,0
09/04/2020,0
09/05/2020,0
09/06/2020,0
09/07/2020,0
09/08/2020,0
09/09/2020,0
09/10/2020,0
09/11/2020,0
09/12/2020,0
9/13/2020,0
9/14/2020,0
9/15/2020,0.5
9/16/2020,0
9/17/2020,0
9/18/2020,0
9/19/2020,0
9/20/2020,0
9/21/2020,0
9/22/2020,0
9/23/2020,0
9/24/2020,0
9/25/2020,0.9
9/26/2020,0
9/27/2020,0
9/28/2020,0
9/29/2020,0
9/30/2020,0
10/01/2020,0
10/02/2020,0
10/03/2020,0
10/04/2020,0
10/05/2020,0
10/06/2020,0
10/07/2020,0
10/08/2020,0
10/09/2020,0
10/10/2020,0
10/11/2020,0
10/12/2020,0
10/13/2020,0
10/14/2020,0
10/15/2020,0
10/16/2020,0
10/17/2020,0
10/18/2020,0
10/19/2020,22
10/20/2020,5
10/21/2020,0
10/22/2020,0
10/23/2020,1
10/24/2020,15
10/25/2020,26
10/26/2020,0
10/27/2020,0
10/28/2020,0
10/29/2020,0
10/30/2020,0
10/31/2020,0
11/01/2020,0
11/02/2020,0
11/03/2020,0
11/04/2020,0
11/05/2020,0
11/06/2020,0
11/07/2020,0
11/08/2020,1
11/09/2020,0
11/10/2020,0
11/11/2020,0
11/12/2020,0
11/13/2020,15
11/14/2020,7
11/15/2020,0
11/16/2020,0
11/17/2020,0
11/18/2020,0
11/19/2020,0
11/20/2020,0
11/21/2020,0
11/22/2020,0
11/23/2020,0
11/24/2020,6
11/25/2020,0
11/26/2020,0
11/27/2020,0
11/28/2020,87
11/29/2020,3
11/30/2020,0
12/01/2020,0.8
12/02/2020,29
12/03/2020,0
12/04/2020,0
12/05/2020,0
12/06/2020,0
12/07/2020,0
12/08/2020,0
12/09/2020,0
12/10/2020,0
12/11/2020,0.5
12/12/2020,27
12/13/2020,2
12/14/2020,0
12/15/2020,0
12/16/2020,0
12/17/2020,0
12/18/2020,16
12/19/2020,0
12/20/2020,0
12/21/2020,0
12/22/2020,0
12/23/2020,0
12/24/2020,0
12/25/2020,0
12/26/2020,0
12/27/2020,0
12/28/2020,0
12/29/2020,0
12/30/2020,4
12/31/2020,0
